TransRisk Score,asian,black,hispanic,white
0.0,0.8006599002221685,0.31538427613827114,0.5506498390001049,0.7592610382757247
0.5,0.8006599002221685,0.31538427613827114,0.5506498390001049,0.7592610382757247
1.0,0.8017021129690282,0.3189079274605747,0.5530994962879334,0.7611641389331231
1.5,0.8073091234208936,0.3318982345811361,0.5627986182409147,0.7678616417485544
2.0,0.8088596008640351,0.3357181113942612,0.5658076176392828,0.7698901154705249
2.5,0.8106437949520056,0.3405774214016723,0.5700070572478133,0.7726321023770021
3.0,0.8122076321034004,0.3454482922760848,0.5729818233556422,0.7747618163117752
3.5,0.8147784844217701,0.3521791666070644,0.5785957165978717,0.7781748212584674
4.0,0.8177734859296348,0.3582933698135099,0.5823528595213725,0.7812129653809208
4.5,0.8198696218253642,0.3654137758529052,0.5872559078097818,0.7844412065407257
5.0,0.8206363877096274,0.3677818861994159,0.5889998043557544,0.7855763920255833
5.5,0.8247885102865786,0.3782339754762422,0.5968423341513766,0.7903245637741376
6.0,0.8278048117650666,0.3869053792942698,0.6032444911715644,0.7942054414792148
6.5,0.8305932758794797,0.39549405162998796,0.6084257616406186,0.7983875948754985
7.0,0.8316741968803951,0.4012102767298297,0.6122952123883758,0.8005779626273697
7.5,0.8340047282429089,0.4095768906772563,0.6192554151305489,0.8045747622192997
8.0,0.8365392022945557,0.4132131402473942,0.6220078464799139,0.8063736462138682
8.5,0.8386667025525936,0.4205711999434821,0.6268075170717067,0.8098188907913206
9.0,0.8397276344976317,0.42374509777056657,0.6287927564443384,0.811466267411855
9.5,0.8413675286072971,0.4293130165999108,0.6317334705933841,0.813898203140759
10.0,0.8420832201420817,0.4335295484133109,0.6355099191639522,0.8158027250560371
10.5,0.843776066942291,0.4389901447595487,0.6392139404810206,0.8182579569903083
11.0,0.8445919626156513,0.44267773423455975,0.6422133356884715,0.8200263912716304
11.5,0.8476982823020214,0.44886080645911824,0.6464811807210601,0.8231100831730139
12.0,0.8493665537590107,0.4550126710768638,0.6501295455108728,0.8255699060118471
12.5,0.8533741130525156,0.4654196522012776,0.6576975706402087,0.8303410098933429
13.0,0.85581438296948,0.4706851898153019,0.6611978098665119,0.8329262196018029
13.5,0.8578493103860149,0.4775358480208081,0.6657103580001789,0.8364370559918592
14.0,0.8607135896545762,0.4834917411485538,0.6699468695252725,0.8391906723608917
14.5,0.8644289657484591,0.4929401850090313,0.6781840670219368,0.8442356740878589
15.0,0.8663663708222633,0.4986710152458704,0.6829525403757485,0.8469208028109187
15.5,0.8695882406016273,0.5082877048706935,0.6887353616772823,0.8509928382252941
16.0,0.8724963356840184,0.5138577779011381,0.6930171064089347,0.8532060616907141
16.5,0.8743997330921228,0.5214442957034843,0.6987255688535432,0.8567408760833986
17.0,0.8762101880549512,0.5266683814572618,0.7030329827674967,0.8590242156867548
17.5,0.8777880909122173,0.5331807260912499,0.7072492023909707,0.8618467579406451
