TransRisk Score,asian,black,hispanic,white
0.0,0.0,0.0,0.0,0.0
0.5,0.0,5.311050480918971e-06,8.011723815091986e-06,0.0
1.0,2.067256300203799e-05,9.500590577911355e-05,1.6509075415605202e-05,0.00017648432317938646
1.5,0.0,2.214432151816928e-05,0.0,5.643438314176217e-05
2.0,1.1878794918883727e-05,3.0583542242073246e-05,1.6106841586623305e-05,0.00011932821417625237
2.5,0.0,2.946435589264924e-05,2.3690289381798365e-05,0.00011892109813276614
3.0,3.418589785122228e-06,7.246053419092689e-05,2.3917754877394776e-05,0.00018204327685565597
3.5,3.886926307777585e-06,3.9366700863305775e-05,6.750214631641479e-05,0.0001853873224444351
4.0,1.1156897627672971e-05,2.3488607527490513e-05,2.1462640340052896e-05,0.00018394146143851673
4.5,3.3108244730183275e-06,1.1580391089009824e-05,2.162468758438743e-05,6.248028251368273e-05
5.0,1.1079149212149154e-05,8.55955295760809e-05,3.878283059863465e-05,0.00042618369681100875
5.5,1.3883667390459612e-05,9.990148188828724e-05,5.908483322271636e-05,0.00037568396120458037
6.0,3.244607983557944e-05,6.999782273270865e-05,5.0210660952685265e-05,0.00037200750691467456
6.5,2.0815713132805405e-05,3.9896209415752065e-05,2.7089115643157804e-05,0.0001276982631578997
7.0,1.9685595566548832e-05,7.983832522193786e-05,7.188611152663786e-05,0.0004977676878236649
7.5,1.1536383941539387e-05,6.823476959729077e-05,2.6443232100473844e-05,0.00012676884113423903
8.0,2.2208855167769492e-05,6.0393604140461375e-05,6.833644250684238e-05,0.0004432529205130414
8.5,0.0,2.3512310492264872e-05,7.748942854282334e-05,0.00012921848057644586
9.0,2.106237021784143e-05,4.524199414846453e-05,4.685773990131131e-05,0.00026263177421324385
9.5,2.6615924865123483e-05,4.345287348226577e-05,2.6566991377075145e-05,0.000272652159196469
10.0,7.844693644457573e-06,8.82922304433781e-05,2.9927763324347293e-05,0.00045544557172484744
10.5,3.430854363278791e-06,6.07177038283227e-05,5.096653425832946e-05,0.0003230462014411146
11.0,2.50131137335684e-05,8.564413829529792e-05,7.285661344349299e-05,0.00047913691088183335
11.5,9.978187731862335e-06,5.950090148624976e-05,3.885153107506531e-05,0.0003014818730234665
12.0,1.966255368127883e-05,0.00014133699523047235,8.55634620437384e-05,0.0006148014338476907
12.5,2.9030703010781484e-05,0.00011567997993661422,6.482691590523107e-05,0.0005053323802868882
13.0,3.8998605226764594e-05,0.00010673011473543781,0.00012826346416290125,0.0006521306496381401
13.5,2.0543749041623252e-05,0.00012000525850457814,4.53074065155847e-05,0.0004237529120118283
14.0,1.3526689792949415e-05,0.0002047669764608773,0.00010180836813064538,0.000753917664267499
14.5,2.95787518501094e-05,0.00014034724942986403,6.294484415314384e-05,0.0003831478203138799
15.0,2.830402709061192e-05,0.00010620302172615802,0.0001181455281262219,0.0007664790263647629
15.5,2.2586773808193415e-05,0.00011440865913586887,6.551493524319263e-05,0.0006037027787565758
16.0,4.086719979290539e-05,0.00016391525362870513,0.00010779812123234701,0.0007829226312626246
16.5,4.5183532927530696e-05,0.00015755662024734464,0.00012143173463934149,0.0007163198379781275
17.0,4.318527527411581e-05,0.00015493138908331504,0.00020972218562444815,0.0008340433952169172
17.5,3.155672604046401e-05,0.00011139673934444931,9.161086267444498e-05,0.0006382132272373268
18.0,5.222604294390042e-05,0.00015003138214363047,0.00012405637653831178,0.0009922133329977178
18.5,3.296940370389444e-05,9.29829361832882e-05,7.447277611970202e-05,0.0006575738510756127
19.0,8.65662711761687e-05,0.00010866943986394584,0.0001538157694286987,0.0010844995901369352
19.5,6.082569847804471e-05,9.908011853486388e-05,9.79489009264746e-05,0.0006118123203552068
20.0,9.10339493832438e-05,0.00018689673276814047,0.00015925288160260355,0.0014442065476191048
20.5,4.5719476131952625e-05,0.00013529603979626546,0.00012085913133101243,0.0006517723360943829
21.0,3.7761207828204766e-05,0.0001675753554622056,0.00026574257124395315,0.0010743844256073368
21.5,3.1624660092906456e-05,0.00010580539721518946,9.203251545147587e-05,0.0007548098745210728
22.0,0.0001112766146313686,0.00020256378019127853,0.0001735337106593588,0.0012932987581832256
22.5,7.638651082367207e-05,0.0001391404232793589,0.00016258660529103213,0.0010030353440612025
23.0,7.921972413463454e-05,0.0002216860257246566,0.0001631988141134267,0.00111101826167098
23.5,4.30749680575793e-05,0.00012548778094930316,0.0002068594619745228,0.0009788058223215868
24.0,0.00014204554474675916,0.00028129030777739354,0.0002229552643280827,0.001852278561164079
24.5,6.266114739044307e-05,0.00013895503539397777,0.00025763787942336997,0.0012046070631742945
25.0,5.1479410132828184e-05,0.00023712524015004306,0.0002697247749456559,0.0017197555617669063
25.5,7.164595740517258e-05,0.00023841222205549633,0.0001737964791183109,0.0011647934521718285
26.0,5.817170215510319e-05,0.0002513955879005359,0.00028070507922041784,0.0015895158866928636
26.5,0.00012209972148652037,0.00020823130492101004,0.00017903905930798903,0.0015249843488782434
27.0,0.00012624796186704767,0.0003025646452013754,0.00039969013384814217,0.0023751959742871775
27.5,8.195143875996621e-05,0.00028412046814467115,0.00025170589656687274,0.0013152595344388437
28.0,0.00014674916824242826,0.0003108651319690565,0.0004808677871448615,0.0024576112022259788
28.5,0.00010162740018558455,0.0002222534350405758,0.000322578212584791,0.0015362733204462085
29.0,0.0001606360805660054,0.00039326822993082997,0.0004952925908072945,0.003414608539964509
29.5,5.464245662686382e-05,0.00021358807856130757,0.0002625600871530181,0.0019254102595717823
30.0,0.00019069962487020038,0.00034978000635369215,0.0003437620173061626,0.00258066789216468
30.5,0.00012102214270222526,0.00021688502549628273,0.00020662132712368603,0.0016099072398779567
31.0,0.0002605349930479628,0.0003669011785857372,0.000493206953692793,0.003234303644914772
31.5,0.00010894595469925014,0.00015770555056896356,0.00026066853399298897,0.0018082001335149283
32.0,0.000145570473086374,0.0002791894762887221,0.00042306648151588494,0.002673225797829237
32.5,0.00017302173833475787,0.00021506769075228314,0.0004157412347544893,0.002141390089792314
33.0,0.0001376699965181317,0.00032259027839752903,0.0003115620867445402,0.0028391666154824946
33.5,0.00011470836305507538,0.0002922598663382804,0.0003577120970506339,0.00233097259111357
34.0,0.00019712176703997792,0.000313806658005462,0.00034619357887862186,0.0029453592493546704
34.5,0.00012202776054855807,0.00025665465738402074,0.00036825867659261006,0.00286546359529274
35.0,0.00027073497248500676,0.00047298550815507004,0.0004987479975788742,0.004043303696356003
35.5,0.00011591155990179747,0.0001354468064389742,0.0002287226571425625,0.0014262794554192825
36.0,0.0002435562875969389,0.0003669239281712288,0.0004979750191557145,0.004565611679170009
36.5,0.00012388503209948077,0.00018213310221200173,0.00026321978586446034,0.001985063210234734
37.0,0.00034163269818521003,0.0005246028813057402,0.0006030401490031888,0.004810346999576143
37.5,9.784653318562232e-05,0.00020412490258498326,0.00020830099132626564,0.0020621912966826404
38.0,0.0003255551012170157,0.0004952609667341527,0.000622248845020846,0.004532628584826901
38.5,0.00010040304553654451,0.00019764006813463575,0.00017376981094597573,0.0018933966944088489
39.0,0.00034742588083680893,0.0003165503777155123,0.0005008659256678076,0.00390175202100585
39.5,8.858792228510442e-05,0.00018397044693837917,0.00019398044843009683,0.0014240403981894086
40.0,0.00019053905943712133,0.00027727013973445283,0.00030464312457583983,0.003286643962487915
40.5,0.00017513064778721792,0.0002611507890090823,0.0003176302892487646,0.002476802282865757
41.0,0.00026250948346091243,0.00038220807567708573,0.00044161711311082994,0.003668622203612663
41.5,0.00013052033627620089,0.00015009795395237095,0.0002534143076295449,0.0017161992936478897
42.0,0.00025869089958459855,0.00038993688743489425,0.0005090322179341352,0.003987313114930372
42.5,0.00015978334846403458,0.0003060054170452849,0.00026011617361644475,0.002396294768224192
43.0,0.00022440578182932237,0.00036494941225421936,0.0004911578697733652,0.003965971037990365
43.5,0.00022291936542685688,0.00020382841397405485,0.00029280971964531664,0.0025688810950214996
44.0,0.00032976538952658073,0.00044597650885364547,0.0004928134188242739,0.004158927036351345
44.5,0.00022131750942159736,0.00025327314716278016,0.0003756940900131897,0.0037204798651281857
45.0,0.00022175016553206437,0.0003126428551183597,0.0004017880019455758,0.003221228185274416
45.5,0.00028406873978495785,0.0003454001356172897,0.00037569409001318466,0.0035269914005801035
46.0,0.0002586494862813529,0.0002936651774934944,0.0004237419570199033,0.0037421255141130783
46.5,0.000230439113250847,0.00015700971180809928,0.00021706336067393945,0.002534001218931818
47.0,0.000360622078172532,0.0003572102569698643,0.0005163278941690544,0.005266673957935046
47.5,0.000209347749895644,0.00017353704989316802,0.00024033000806648086,0.002297353137658805
48.0,0.00033618024165564867,0.00034320446617255087,0.0004591705929489218,0.005561164474472874
48.5,0.00017963178168691976,0.00018538396675893995,0.00022942082531143056,0.002796468947132781
49.0,0.00020885244764825807,0.00019905352722011246,0.0003138438732950491,0.0032904919537066753
49.5,0.00022286234672526639,0.00023127131293413104,0.00034164762931433344,0.0032884206962736718
50.0,0.00031137770164788866,0.00032645752341218414,0.0004377156222692111,0.0042721211945682385
50.5,0.00016334751745838129,0.00015825786008995355,0.00023317354823422642,0.002072495997025537
51.0,0.00033619847355662583,0.00025328016284509737,0.0004226574009640442,0.003957315967653651
51.5,0.00019910649933000112,0.0001668808845179254,0.0003186439585683551,0.003036423053620306
52.0,0.0003607311679982856,0.00019883424822736046,0.0004107896844542087,0.0040830536840742
52.5,0.0002669010861050951,0.00018323075792778018,0.00035478003068136155,0.002846222039128787
53.0,0.00035833585061935104,0.0002435875366998623,0.0004216473353836151,0.003968299082061539
53.5,0.000324651657648934,0.00024444979346693337,0.00030935873740708106,0.003519873865581175
54.0,0.00037671017519445306,0.0002558432134680419,0.0004279173245288915,0.004431934706303938
54.5,0.00023502750359676516,0.00011233405818682995,0.00021754643639581843,0.0021328532990900436
