TransRisk Score,asian,black,hispanic,white
0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.00016050063199001975,0.00017225975685347517,0.0
1.0,0.000568402427220871,0.0030315913842085046,0.0005272207343663009,0.0003038330151753496
1.5,0.000568402427220871,0.003700795642655203,0.0005272207343663009,0.000400989683148028
2.0,0.000895015816363128,0.004625034242152919,0.0008735332982320982,0.0006064235169045175
2.5,0.000895015816363128,0.005515450885515496,0.001382897273187118,0.0008111564652067622
3.0,0.0009890116470370695,0.00770521759433538,0.001897151974765812,0.0011245596995735597
3.5,0.0010958846239171802,0.008894884382595574,0.003348512952742786,0.0014437199974336955
4.0,0.0014026490870947218,0.00960471313799378,0.0038099803337634146,0.0017603911206122585
4.5,0.0014936818567798525,0.009954674053476562,0.004274931886174882,0.0018679563268761835
5.0,0.0017983085885066807,0.012541382020542297,0.00510879999286443,0.0026016683942593458
5.5,0.002180046945897901,0.015560417715536333,0.006379180654951244,0.0032484408023093483
6.0,0.003072168088812177,0.017675760965781842,0.007458758090068126,0.0038888838765582913
6.5,0.003644506500254122,0.01888142957093628,0.008041200094031845,0.004108727473025967
7.0,0.004185771765727575,0.021294154078297493,0.009586820534590961,0.004965677567650525
7.5,0.004502970394319318,0.023356217634914935,0.010155375422050637,0.005183921083778305
8.0,0.005113613940642648,0.025181320157951378,0.011624674569418337,0.005947019294988076
8.5,0.005113613940642648,0.02589186522000869,0.01329077170750949,0.006169480077127986
9.0,0.005692734311622551,0.02725908413073177,0.014298258119721841,0.006621623374631828
9.5,0.006424552436669411,0.02857223558367734,0.014869473950492563,0.007091017630905399
10.0,0.00664024619984112,0.031240438199503097,0.015512949605969988,0.007875106544937532
10.5,0.006734579251206678,0.0330753350569968,0.0166087790431338,0.008431258500287307
11.0,0.007422327285018951,0.03566351198583998,0.018175266207020094,0.009256134102224249
11.5,0.007696682531898447,0.03746163691928376,0.019010611439936008,0.00977516120248587
12.0,0.008237314249247561,0.04173285918304505,0.020850308052970928,0.010833595005641312
12.5,0.009035527903434015,0.04522872312844042,0.022244149007692803,0.011703568372126901
13.0,0.010107813999112439,0.048454120990680485,0.025001936677340787,0.012826267646477851
13.5,0.010672674622264193,0.05208069541344473,0.02597608943274834,0.013555794907746383
14.0,0.011044597702620425,0.05826877990835423,0.02816506712900867,0.014853729324819332
14.5,0.011857880232905061,0.06251009192609587,0.02951844173343217,0.01551335141139697
15.0,0.012636113570340921,0.06571956096946839,0.03205868406055921,0.016832911298947782
